fp_District,fp_Latitude,fp_Longitude,"fp_Season(SA = Summer Autumn, WS = Winter Spring)","fp_Rice Crop Intensity(D=Double, T=Triple)",fp_Field size (ha),fp_Rice Yield (kg/ha),date,ALLSKY_SFC_SW_DWN,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,latitude,longitude,DEW POINT TEMPERATURE,DTR,VPD,ALLSKY_SFC_SW_DWN_mean,ALLSKY_SFC_SW_DWN_min,ALLSKY_SFC_SW_DWN_max,ALLSKY_SFC_SW_DWN_std,RH2M_mean,RH2M_min,RH2M_max,RH2M_std,T2M_mean,T2M_min,T2M_max,T2M_std,T2M_MAX_mean,T2M_MAX_min,T2M_MAX_max,T2M_MAX_std,T2M_MIN_mean,T2M_MIN_min,T2M_MIN_max,T2M_MIN_std,WS2M_mean,WS2M_min,WS2M_max,WS2M_std,DEW POINT TEMPERATURE_mean,DEW POINT TEMPERATURE_min,DEW POINT TEMPERATURE_max,DEW POINT TEMPERATURE_std,DTR_mean,DTR_min,DTR_max,DTR_std,VPD_mean,VPD_min,VPD_max,VPD_std,NDVI,NDVI_mean,VCI,ET,ET_mean,ET_min,ET_max,Gpp,Gpp_mean,Gpp_min,Gpp_max,Fpar_500m,Fpar_500m_mean,Fpar_500m_min,Fpar_500m_max,SAVI,SAVI_mean,SAVI_min,SAVI_max,NDVI_min,NDVI_max,EVI,EVI_mean,EVI_min,EVI_max,NDRE,NDRE_mean,NDRE_min,NDRE_max,CIredge,CIredge_mean,CIredge_min,CIredge_max,LAI,LAI_mean,LAI_min,LAI_max,RVI_mean,RVI_stdDev,RVI_min,RVI_max,VH_mean,VH_stdDev,VH_min,VH_max,VV_mean,VV_stdDev,VV_min,VV_max,VVVH_ratio_mean,VVVH_ratio_stdDev,VVVH_ratio_min,VVVH_ratio_max,aspect_max,aspect_mean,aspect_stdDev,elevation_max,elevation_mean,elevation_min,elevation_stdDev,slope_max,slope_mean,slope_min,slope_stdDev,potential_evaporation_max,potential_evaporation_mean,potential_evaporation_min,total_precipitation_max,total_precipitation_mean,total_precipitation_min,skin_temperature_max,skin_temperature_mean,skin_temperature_min,soil_temperature_level_1_max,soil_temperature_level_1_mean,soil_temperature_level_1_min,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_1_min,irrigation_mm,bdod_0-5cm_mean_max,bdod_0-5cm_mean_mean,bdod_0-5cm_mean_min,ocd_0-5cm_mean_max,ocd_0-5cm_mean_mean,ocd_0-5cm_mean_min,ocd_15-30cm_mean_max,ocd_15-30cm_mean_mean,ocd_15-30cm_mean_min,ocd_5-15cm_mean_max,ocd_5-15cm_mean_mean,ocd_5-15cm_mean_min,sand_0-5cm_mean_max,sand_0-5cm_mean_mean,sand_0-5cm_mean_min,silt_0-5cm_mean_max,silt_0-5cm_mean_mean,silt_0-5cm_mean_min,clay_0-5cm_mean_max,clay_0-5cm_mean_mean,clay_0-5cm_mean_min,phh2o_0-5cm_mean_max,phh2o_0-5cm_mean_mean,phh2o_0-5cm_mean_min,nitrogen_0-5cm_mean_max,nitrogen_0-5cm_mean_mean,nitrogen_0-5cm_mean_min
Thoai_Son,10.195117,105.200047,WS,T,3.2,7200,2022-04-05,19.16,82.04,27.46,31.49,24.17,3.54,10.195117,105.200047,24.11218898430279,7.319999999999997,0.6578202216285338,19.991612903225803,13.91,25.27,2.60569239980742,80.1174193548387,72.0,85.3,3.3648524558957966,28.268064516129034,26.55,29.8,0.7171557591865544,31.905483870967743,28.62,34.16,1.3110838626499621,25.486129032258066,24.17,26.68,0.6222419269132708,2.28258064516129,1.19,3.54,0.623434647437396,24.48588173262959,23.849394830057367,25.479693994172923,0.4147785946197458,6.419354838709676,3.6799999999999997,8.98,1.381053677880141,0.7684316631955047,0.514593306989049,1.1624074543547922,0.1601645911661173,3357.7205128205132,3357.7205128205132,0.2718614952480531,134.47625698324023,134.47625698324023,130,135,526.1773743016761,526.1773743016761,458,558,31.497206703910617,31.497206703910617,25,40,0.32906881157540335,,,,,,0.36804626127998186,,,,0.2768413149823597,,,,0.8947740553505342,,,,1.5990926818423274,,,,0.4991718858035732,0.18504471206374629,0.10117095966409077,1.3037008257599845,-18.51924313096968,2.10843277229918,-25.92148532596991,-9.988069316409598,-9.759284925955173,1.2514859380218597,-14.931929254196385,-2.0808069063230046,8.2950890620586,3.975655265326906,2.0681885912500086,38.53703724152519,354,162.22343713956164,102.57403810429281,14,2.3997198879551807,-10,2.7713098167251435,15,3.8786356895699443,0,2.2514980595638323,127.795,128.221,129.075,137.481,136.576,134.766,27.37,27.35,27.34,28.0,27.98,27.95,0.49088414510091144,0.4906751844618055,0.49025726318359375,0.0,127,122.5135786246168,119,399,375.8163891323401,357,325,284.86064855390003,245,335,306.94500438212094,289,257,242.45048203330404,235,371,355.87620508326023,337,420,401.7237072743207,380,58,55.1963190184049,54,3567,2965.0961875547755,2521
Thoai_Son,10.195117,105.200047,SA,T,3.2,5600,2022-07-20,6.87,90.71,26.95,28.36,25.86,3.03,10.195117,105.200047,25.29683192548107,2.5,0.330249753982945,17.079032258064515,6.87,23.62,3.6662738004143356,87.20290322580645,77.54,90.96,3.221679779794692,27.481290322580644,26.4,28.46,0.5106525991347951,29.399677419354834,27.28,31.3,1.0137489791442065,25.99322580645161,24.86,26.92,0.4489872984536832,2.8958064516129025,0.47,5.44,1.192245845489683,25.14414613193178,23.8898315526181,25.904811382433476,0.486613767036818,3.406451612903226,1.5399999999999991,6.050000000000001,1.202619582645283,0.47184650525782007,0.3265190400950096,0.8589090352549394,0.13131500780657232,4417.220512820513,4417.220512820513,0.4074730419070752,255.31983240223465,255.31983240223465,250,259,526.1773743016761,526.1773743016761,458,558,42.82262569832403,42.82262569832403,33,48,0.4288670906715567,,,,,,0.495322123078896,,,,0.3546267893126892,,,,1.257044070777067,,,,2.0294450214752198,,,,0.8847564328620882,0.2092917394172565,0.2641631957517485,1.6991255322953203,-16.217508691836596,1.1914241763787712,-19.663189478276614,-9.774181272750862,-10.637697118751683,1.5602221624322041,-14.836843247758658,0.25358392044096323,3.7907759175360156,1.2078500397900742,1.3541521353024852,14.14215479040109,354,162.22343713956164,102.57403810429281,14,2.3997198879551807,-10,2.7713098167251435,15,3.8786356895699443,0,2.2514980595638323,52.06,52.891,54.553,398.649,389.223,370.369,25.46,25.45,25.43,26.49,26.48,26.48,0.4767589569091797,0.46039136250813806,0.4522075653076172,0.0,127,122.5135786246168,119,399,375.8163891323401,357,325,284.86064855390003,245,335,306.94500438212094,289,257,242.45048203330404,235,371,355.87620508326023,337,420,401.7237072743207,380,58,55.1963190184049,54,3567,2965.0961875547755,2521
Thoai_Son,10.205563,105.193771,SA,T,2.1,5600,2022-07-20,6.87,90.71,26.95,28.36,25.86,3.03,10.205563,105.193771,25.29683192548107,2.5,0.330249753982945,17.079032258064515,6.87,23.62,3.6662738004143356,87.20290322580645,77.54,90.96,3.221679779794692,27.481290322580644,26.4,28.46,0.5106525991347951,29.399677419354834,27.28,31.3,1.0137489791442065,25.99322580645161,24.86,26.92,0.4489872984536832,2.8958064516129025,0.47,5.44,1.192245845489683,25.14414613193178,23.8898315526181,25.904811382433476,0.486613767036818,3.406451612903226,1.5399999999999991,6.050000000000001,1.202619582645283,0.47184650525782007,0.3265190400950096,0.8589090352549394,0.13131500780657232,2463.311557788945,2463.311557788945,0.14498710590103153,273.01005025125625,273.01005025125625,250,318,447.61306532663315,447.61306532663315,301,589,32.15703517587939,32.15703517587939,28,45,0.4292367139274684,,,,,,0.4957935151596327,,,,0.3549148836620608,,,,1.258385811574943,,,,2.031038919029416,,,,0.804110461774059,0.19873782529028386,0.2605719727000238,1.8235997327955704,-16.88444717155625,1.4082543152280418,-22.91271679897184,-11.982120647359757,-10.766884690098145,1.485172737051893,-15.766226454928894,-5.904328602020653,4.295205132140797,1.3780898657533576,1.1934638002320923,14.350845137150987,353,161.15457340481979,104.59867660358734,10,2.4351465262422525,-5,2.4710229947730142,12,3.4958330724541247,0,2.0273345257582713,51.657,51.657,51.657,391.393,391.393,391.393,25.51,25.51,25.51,26.57,26.57,26.57,0.45356305440266925,0.45356305440266925,0.45356305440266925,0.0,123,120.95070113935142,119,434,385.1767798466593,371,327,304.6630887185104,285,330,305.57283680175243,292,241,234.20700985761223,225,387,370.0665936473166,358,408,395.74501642935377,373,59,56.333406352683454,55,3407,2961.4547645125963,2601
Thoai_Son,10.208515,105.202809,WS,T,2.67,7200,2022-04-05,19.16,82.04,27.46,31.49,24.17,3.54,10.208515,105.202809,24.11218898430279,7.319999999999997,0.6578202216285338,19.991612903225803,13.91,25.27,2.60569239980742,80.1174193548387,72.0,85.3,3.3648524558957966,28.268064516129034,26.55,29.8,0.7171557591865544,31.905483870967743,28.62,34.16,1.3110838626499621,25.486129032258066,24.17,26.68,0.6222419269132708,2.28258064516129,1.19,3.54,0.623434647437396,24.48588173262959,23.849394830057367,25.479693994172923,0.4147785946197458,6.419354838709676,3.6799999999999997,8.98,1.381053677880141,0.7684316631955047,0.514593306989049,1.1624074543547922,0.1601645911661173,3806.2195431472082,3806.2195431472082,0.3372975537638897,147.36802030456855,147.36802030456855,144,168,560.5761421319797,560.5761421319797,301,621,35.52157360406092,35.52157360406092,34,47,0.329438434831315,,,,,,0.36851765336071857,,,,0.2771294093317313,,,,0.8961157961484103,,,,1.6006865793965233,,,,0.5382489084784543,0.2528292044418224,0.09866136838176914,1.954659684363522,-19.266489149560854,2.3517820113510446,-26.585951534750215,-11.794421096016563,-10.728885370407845,1.505846349884405,-16.103346545094706,-5.998457168627969,8.234232332703526,4.486023687940388,1.046392030284537,39.54271763718137,350,164.0848576917628,105.76057368619168,13,3.1289457294347547,-5,2.1899449608358013,11,3.2365411041287033,0,1.7988592571090394,130.524,134.17,135.992,142.02,140.255,139.373,27.52,27.52,27.52,28.17,28.1,28.07,0.489410400390625,0.4616589016384549,0.4477831522623698,0.0,124,120.71619548542624,119,388,380.7786058746164,372,323,296.88228846996935,257,320,306.33625602805785,291,254,236.8877685225778,231,377,361.71701008329677,338,413,401.360149057431,386,58,55.95944761069706,55,3332,2868.005041648399,2471
Thoai_Son,10.208515,105.202809,SA,T,2.67,6400,2022-07-20,6.87,90.71,26.95,28.36,25.86,3.03,10.208515,105.202809,25.29683192548107,2.5,0.330249753982945,17.079032258064515,6.87,23.62,3.6662738004143356,87.20290322580645,77.54,90.96,3.221679779794692,27.481290322580644,26.4,28.46,0.5106525991347951,29.399677419354834,27.28,31.3,1.0137489791442065,25.99322580645161,24.86,26.92,0.4489872984536832,2.8958064516129025,0.47,5.44,1.192245845489683,25.14414613193178,23.8898315526181,25.904811382433476,0.486613767036818,3.406451612903226,1.5399999999999991,6.050000000000001,1.202619582645283,0.47184650525782007,0.3265190400950096,0.8589090352549394,0.13131500780657232,2461.76269035533,2461.76269035533,0.15971018534262427,266.76903553299496,266.76903553299496,246,310,560.5761421319797,560.5761421319797,301,621,33.88578680203046,33.88578680203046,29,38,0.4296063371833801,,,,,,0.4962649072403694,,,,0.3552029780114324,,,,1.2597275523728189,,,,2.032632816583612,,,,0.8160335917553565,0.19670297352603716,0.30027260228418284,1.6258259927023988,-16.77978987890509,1.3995214138754863,-22.352969513494365,-11.659153100897417,-10.750044300103797,1.5828082101204044,-15.830718360032623,-4.1144208533666085,4.197889427668158,1.3082552718329115,1.4602878893277635,12.321228675449833,350,164.0848576917628,105.76057368619168,13,3.1289457294347547,-5,2.1899449608358013,11,3.2365411041287033,0,1.7988592571090394,51.657,53.342,54.185,391.393,373.871,365.11,25.51,25.43,25.38,26.57,26.5,26.47,0.45356305440266925,0.44656138949924046,0.44306055704752606,0.0,124,120.71619548542624,119,388,380.7786058746164,372,323,296.88228846996935,257,320,306.33625602805785,291,254,236.8877685225778,231,377,361.71701008329677,338,413,401.360149057431,386,58,55.95944761069706,55,3332,2868.005041648399,2471
Thoai_Son,10.212886,105.174836,SA,T,2.4,5600,2022-07-20,6.87,90.71,26.95,28.36,25.86,3.03,10.212886,105.174836,25.29683192548107,2.5,0.330249753982945,17.079032258064515,6.87,23.62,3.6662738004143356,87.20290322580645,77.54,90.96,3.221679779794692,27.481290322580644,26.4,28.46,0.5106525991347951,29.399677419354834,27.28,31.3,1.0137489791442065,25.99322580645161,24.86,26.92,0.4489872984536832,2.8958064516129025,0.47,5.44,1.192245845489683,25.14414613193178,23.8898315526181,25.904811382433476,0.486613767036818,3.406451612903226,1.5399999999999991,6.050000000000001,1.202619582645283,0.47184650525782007,0.3265190400950096,0.8589090352549394,0.13131500780657232,6504.697616060226,6504.697616060226,0.6826319133536639,317.5232120451694,317.5232120451694,245,372,412.84441656210794,412.84441656210794,323,606,72.79673776662483,72.79673776662483,51,87,0.42997596043929176,,,,,,0.4967362993211062,,,,0.355491072360804,,,,1.2610692931706948,,,,2.0342267141378074,,,,0.9132645467505975,0.20864101291058265,0.3123250143384552,1.7858903847804526,-16.906059281638694,1.2191692006007002,-21.33751095707354,-12.43799506062555,-11.516055451045725,1.5107802979208944,-16.26752812737894,-6.661712159909955,3.610775315706915,1.0609615912490316,1.2397791231132795,11.807171428367711,349,162.898389201587,106.27259631632484,9,2.031108709120388,-4,2.262815216618412,11,3.2331571385260265,0,1.7536784911717846,,,,,,,,,,,,,,,,,122,120.84205914567359,119,437,387.32004381160993,359,313,299.20744797371293,283,344,314.1391018619933,292,244,237.5419496166484,224,375,359.8963855421686,344,422,402.63198247535587,389,60,58.256297918948526,56,3175,2792.624972617743,2438
Thoai_Son,10.214156,105.214175,SA,T,5.0,6000,2022-07-20,6.87,90.71,26.95,28.36,25.86,3.03,10.214156,105.214175,25.29683192548107,2.5,0.330249753982945,17.079032258064515,6.87,23.62,3.6662738004143356,87.20290322580645,77.54,90.96,3.221679779794692,27.481290322580644,26.4,28.46,0.5106525991347951,29.399677419354834,27.28,31.3,1.0137489791442065,25.99322580645161,24.86,26.92,0.4489872984536832,2.8958064516129025,0.47,5.44,1.192245845489683,25.14414613193178,23.8898315526181,25.904811382433476,0.486613767036818,3.406451612903226,1.5399999999999991,6.050000000000001,1.202619582645283,0.47184650525782007,0.3265190400950096,0.8589090352549394,0.13131500780657232,2352.676844783715,2352.676844783715,0.12603461107953515,245.20229007633586,245.20229007633586,242,303,572.3791348600508,572.3791348600508,464,621,35.06234096692113,35.06234096692113,23,48,0.4303455836952035,,,,,,0.49720769140184284,,,,0.3557791667101756,,,,1.2624110339685708,,,,2.0358206116920035,,,,0.8691791511365672,0.19688085565198446,0.3573673802041595,1.874245637995443,-16.34698705535095,1.0347129332046816,-20.55817337821104,-12.04029753544014,-10.679362093092493,1.1685757826807313,-14.772130722473015,-5.976994612730842,3.8459878914339223,1.1327978651031017,1.134191975112776,10.19296338047096,350,161.56902199344884,106.45360492589487,10,2.8524356245098117,-4,2.3145462091770357,10,3.1662294779439386,0,1.764747374804713,54.185,54.185,54.185,365.11,365.11,365.11,25.38,25.38,25.38,26.47,26.47,26.47,0.44306055704752606,0.44306055704752606,0.44306055704752606,0.0,122,119.64424972617742,118,402,379.64374863148686,359,312,291.225968907379,271,338,306.19925552879357,287,248,234.33829647470986,227,369,352.2673527479746,340,428,413.5086490037224,383,59,56.45193781475805,55,3394,3058.025180643749,2774
Thoai_Son,10.22418,105.198785,WS,T,2.5,6640,2022-04-05,19.16,82.04,27.46,31.49,24.17,3.54,10.22418,105.198785,24.11218898430279,7.319999999999997,0.6578202216285338,19.991612903225803,13.91,25.27,2.60569239980742,80.1174193548387,72.0,85.3,3.3648524558957966,28.268064516129034,26.55,29.8,0.7171557591865544,31.905483870967743,28.62,34.16,1.3110838626499621,25.486129032258066,24.17,26.68,0.6222419269132708,2.28258064516129,1.19,3.54,0.623434647437396,24.48588173262959,23.849394830057367,25.479693994172923,0.4147785946197458,6.419354838709676,3.6799999999999997,8.98,1.381053677880141,0.7684316631955047,0.514593306989049,1.1624074543547922,0.1601645911661173,5991.485534591196,5991.485534591196,0.6283221019657708,190.48427672955975,190.48427672955975,161,218,304.49182389937107,304.49182389937107,251,365,55.83270440251573,55.83270440251573,35,62,0.32980805808722674,,,,,,0.3689890454414553,,,,0.27741750368110285,,,,0.8974575369462863,,,,1.6022804769507193,,,,0.9450181959189325,0.2493385495376022,0.2529403623826668,2.1145787421499724,-16.437907190613647,1.5122996468800534,-21.881087763748024,-7.18846199195739,-11.202577039405588,1.688644967307896,-15.558872166489888,-2.569928569613842,3.5564608641132947,1.3545349405484461,0.891629722870026,14.814004385541702,353,160.47532589067984,106.1599841209518,12,2.0106631166879754,-8,2.5239529039190574,14,3.5003954184185897,0,2.1448633774671824,,,,,,,,,,,,,,,,,122,119.71034180543383,118,411,380.7835232252412,368,320,298.03571428571433,279,342,315.57340052585454,296,238,233.07142857142858,228,377,364.66476774758985,351,413,402.39132340052595,391,59,56.48137598597722,55,3623,3285.1395705521477,2946
Thoai_Son,10.227343,105.230821,WS,T,1.8,7200,2022-04-05,19.16,82.04,27.46,31.49,24.17,3.54,10.227343,105.230821,24.11218898430279,7.319999999999997,0.6578202216285338,19.991612903225803,13.91,25.27,2.60569239980742,80.1174193548387,72.0,85.3,3.3648524558957966,28.268064516129034,26.55,29.8,0.7171557591865544,31.905483870967743,28.62,34.16,1.3110838626499621,25.486129032258066,24.17,26.68,0.6222419269132708,2.28258064516129,1.19,3.54,0.623434647437396,24.48588173262959,23.849394830057367,25.479693994172923,0.4147785946197458,6.419354838709676,3.6799999999999997,8.98,1.381053677880141,0.7684316631955047,0.514593306989049,1.1624074543547922,0.1601645911661173,5477.105926860025,5477.105926860025,0.5661555742542221,140.8499369482976,140.8499369482976,131,155,426.3379571248423,426.3379571248423,328,606,51.47919293820932,51.47919293820932,45,56,0.3301776813431384,,,,,,0.369460437522192,,,,0.27770559803047445,,,,0.8987992777441624,,,,1.603874374504915,,,,0.8122699669876133,0.24672468275992587,0.17779721730201187,2.053396441649223,-17.583377233470006,1.719842514978704,-23.037330482664082,-3.8377561290631284,-11.440641096106265,1.9927062791831558,-17.153419013132588,5.966538758989154,4.4891753332577,2.097361294134552,0.9479920773542037,21.497539954213547,352,169.69468453536217,108.24815891141681,11,2.8085661656885437,-4,2.5066254706664,12,3.238050831540201,0,1.894994085327268,135.992,135.992,135.992,139.373,139.373,139.373,27.52,27.52,27.52,28.07,28.07,28.07,0.4477831522623698,0.4477831522623698,0.4477831522623698,0.0,124,122.15669515669514,120,418,374.71356563664256,358,309,286.99999999999994,267,327,300.75410913872446,284,241,229.42099495945652,206,389,354.37825991672145,333,442,416.2380013149243,383,59,56.70874424720577,55,3528,3075.1255752794214,2737
Thoai_Son,10.227394,105.164987,WS,T,3.0,8000,2022-04-22,21.63,81.49,28.51,33.06,25.54,3.02,10.227394,105.164987,25.02264063734746,7.520000000000003,0.7207122775728727,18.940645161290323,6.76,23.06,3.225610155317826,81.97709677419356,74.08,87.63,2.9382485385865023,28.29225806451612,26.55,29.91,0.5939138075698024,31.686774193548384,28.62,33.56,1.0725050179498352,25.691290322580645,24.51,26.83,0.6269112296859477,2.311612903225807,0.87,3.7,0.6370957125348443,24.8993108458157,23.849394830057367,25.777882470499044,0.472689385876101,5.995483870967743,3.6799999999999997,8.16,1.1505253742689159,0.6959595286197212,0.46839475950440185,1.094137791396107,0.13282628040989755,3689.2786885245905,3689.2786885245905,0.24228386937562646,103.69735182849935,103.69735182849935,90,151,284.12862547288773,284.12862547288773,110,408,26.277427490542244,26.277427490542244,21,33,0.38451229996215525,,,,,,0.4387550733904897,,,,0.3200554673880983,,,,1.0960351750319413,,,,1.8381773149717122,,,,0.611081060705032,0.23277820297375548,0.1523880927804492,1.7859415680980746,-18.88945587969742,2.3784283566933153,-25.58232141765727,-12.432172245909408,-11.146704841394131,1.6755581545160028,-18.381614039976384,-6.918724296950838,6.592724506838542,3.120395282711548,1.2397149332605384,25.248770012253768,352,163.7419450513598,106.20032287529123,16,1.6503837572953428,-13,2.713504076347019,16,3.4764291622589756,0,2.2230895290409176,134.342,134.342,134.342,46.717,46.717,46.717,28.27,28.27,28.27,29.05,29.05,29.05,0.4268627166748047,0.4268627166748047,0.4268627166748047,87.625,124,120.83815155497152,117,424,389.3641340048172,367,324,307.4453689511714,282,338,320.977446901686,304,258,243.692139259908,231,385,360.573023866871,336,417,395.72498357784104,359,60,57.444274140573675,55,3194,2963.199693453032,2614
