latitude,longitude,date,ALLSKY_SFC_SW_DWN_mean,ALLSKY_SFC_SW_DWN_min,ALLSKY_SFC_SW_DWN_max,ALLSKY_SFC_SW_DWN_std,RH2M_mean,RH2M_min,RH2M_max,RH2M_std,T2M_mean,T2M_min,T2M_max,T2M_std,T2M_MAX_mean,T2M_MAX_min,T2M_MAX_max,T2M_MAX_std,T2M_MIN_mean,T2M_MIN_min,T2M_MIN_max,T2M_MIN_std,WS2M_mean,WS2M_min,WS2M_max,WS2M_std,DEW POINT TEMPERATURE_mean,DEW POINT TEMPERATURE_min,DEW POINT TEMPERATURE_max,DEW POINT TEMPERATURE_std,DTR_mean,DTR_min,DTR_max,DTR_std,VPD_mean,VPD_min,VPD_max,VPD_std
10.282741,105.414218,2022-03-18,19.908709677419353,13.91,25.27,2.5579196965067754,72.65354838709676,60.66,86.5,7.801650589784065,28.863225806451617,27.19,30.47,1.0107052379619412,34.664838709677426,30.63,38.48,2.235441604590426,24.520967741935486,22.56,25.75,0.7036465151723951,1.9193548387096775,0.68,2.83,0.5399219506550622,23.350234244977916,21.12681833274576,24.806145378787576,1.0183582821884698,10.143870967741934,5.43,14.7,2.4553111325337618,1.1046005988873946,0.48813969021282255,1.6478924176167693,0.36608936320178753
10.292251,105.405536,2022-03-18,19.908709677419353,13.91,25.27,2.5579196965067754,72.65354838709676,60.66,86.5,7.801650589784065,28.863225806451617,27.19,30.47,1.0107052379619412,34.664838709677426,30.63,38.48,2.235441604590426,24.520967741935486,22.56,25.75,0.7036465151723951,1.9193548387096775,0.68,2.83,0.5399219506550622,23.350234244977916,21.12681833274576,24.806145378787576,1.0183582821884698,10.143870967741934,5.43,14.7,2.4553111325337618,1.1046005988873946,0.48813969021282255,1.6478924176167693,0.36608936320178753
10.303175,105.416814,2022-03-18,19.908709677419353,13.91,25.27,2.5579196965067754,72.65354838709676,60.66,86.5,7.801650589784065,28.863225806451617,27.19,30.47,1.0107052379619412,34.664838709677426,30.63,38.48,2.235441604590426,24.520967741935486,22.56,25.75,0.7036465151723951,1.9193548387096775,0.68,2.83,0.5399219506550622,23.350234244977916,21.12681833274576,24.806145378787576,1.0183582821884698,10.143870967741934,5.43,14.7,2.4553111325337618,1.1046005988873946,0.48813969021282255,1.6478924176167693,0.36608936320178753
10.320924,105.404264,2022-03-18,19.908709677419353,13.91,25.27,2.5579196965067754,72.65354838709676,60.66,86.5,7.801650589784065,28.863225806451617,27.19,30.47,1.0107052379619412,34.664838709677426,30.63,38.48,2.235441604590426,24.520967741935486,22.56,25.75,0.7036465151723951,1.9193548387096775,0.68,2.83,0.5399219506550622,23.350234244977916,21.12681833274576,24.806145378787576,1.0183582821884698,10.143870967741934,5.43,14.7,2.4553111325337618,1.1046005988873946,0.48813969021282255,1.6478924176167693,0.36608936320178753
10.335158,105.395026,2022-03-18,19.908709677419353,13.91,25.27,2.5579196965067754,72.65354838709676,60.66,86.5,7.801650589784065,28.863225806451617,27.19,30.47,1.0107052379619412,34.664838709677426,30.63,38.48,2.235441604590426,24.520967741935486,22.56,25.75,0.7036465151723951,1.9193548387096775,0.68,2.83,0.5399219506550622,23.350234244977916,21.12681833274576,24.806145378787576,1.0183582821884698,10.143870967741934,5.43,14.7,2.4553111325337618,1.1046005988873946,0.48813969021282255,1.6478924176167693,0.36608936320178753
10.430707,105.315671,2022-03-20,19.75354838709677,13.91,25.27,2.5954831092186548,73.59774193548388,60.66,86.5,8.00049664171218,28.710000000000004,26.95,30.47,1.0898238981744977,34.33645161290322,30.63,38.48,2.325665424564231,24.4841935483871,22.56,25.75,0.7364070324064886,1.954193548387097,0.68,2.83,0.5440574815074076,23.41280997252654,21.12681833274576,24.806145378787576,1.0106269478643832,9.85225806451613,5.43,14.7,2.4549866429929255,1.0597048698563758,0.48813969021282255,1.6478924176167693,0.377401281567073
10.434624,105.327551,2022-03-20,19.75354838709677,13.91,25.27,2.5954831092186548,73.59774193548388,60.66,86.5,8.00049664171218,28.710000000000004,26.95,30.47,1.0898238981744977,34.33645161290322,30.63,38.48,2.325665424564231,24.4841935483871,22.56,25.75,0.7364070324064886,1.954193548387097,0.68,2.83,0.5440574815074076,23.41280997252654,21.12681833274576,24.806145378787576,1.0106269478643832,9.85225806451613,5.43,14.7,2.4549866429929255,1.0597048698563758,0.48813969021282255,1.6478924176167693,0.377401281567073
10.436532,105.313783,2022-03-20,19.75354838709677,13.91,25.27,2.5954831092186548,73.59774193548388,60.66,86.5,8.00049664171218,28.710000000000004,26.95,30.47,1.0898238981744977,34.33645161290322,30.63,38.48,2.325665424564231,24.4841935483871,22.56,25.75,0.7364070324064886,1.954193548387097,0.68,2.83,0.5440574815074076,23.41280997252654,21.12681833274576,24.806145378787576,1.0106269478643832,9.85225806451613,5.43,14.7,2.4549866429929255,1.0597048698563758,0.48813969021282255,1.6478924176167693,0.377401281567073
10.439647,105.334052,2022-03-20,19.75354838709677,13.91,25.27,2.5954831092186548,73.59774193548388,60.66,86.5,8.00049664171218,28.710000000000004,26.95,30.47,1.0898238981744977,34.33645161290322,30.63,38.48,2.325665424564231,24.4841935483871,22.56,25.75,0.7364070324064886,1.954193548387097,0.68,2.83,0.5440574815074076,23.41280997252654,21.12681833274576,24.806145378787576,1.0106269478643832,9.85225806451613,5.43,14.7,2.4549866429929255,1.0597048698563758,0.48813969021282255,1.6478924176167693,0.377401281567073
10.442271,105.339057,2022-03-20,19.75354838709677,13.91,25.27,2.5954831092186548,73.59774193548388,60.66,86.5,8.00049664171218,28.710000000000004,26.95,30.47,1.0898238981744977,34.33645161290322,30.63,38.48,2.325665424564231,24.4841935483871,22.56,25.75,0.7364070324064886,1.954193548387097,0.68,2.83,0.5440574815074076,23.41280997252654,21.12681833274576,24.806145378787576,1.0106269478643832,9.85225806451613,5.43,14.7,2.4549866429929255,1.0597048698563758,0.48813969021282255,1.6478924176167693,0.377401281567073
