date,ALLSKY_SFC_SW_DWN,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,latitude,longitude,DEW POINT TEMPERATURE,DTR,VPD
2010-07-15,18.39,82.72,21.36,22.72,20.33,6.59,28.11818,-15.55454,18.295228274896946,2.3900000000000006,0.4393499360466658
2011-07-15,23.38,85.31,21.55,22.99,20.56,9.03,28.11818,-15.55454,18.97459651797391,2.4299999999999997,0.3778673024237179
2012-07-15,24.01,85.87,21.12,22.6,20.08,8.83,28.11818,-15.55454,18.657793796322526,2.520000000000003,0.3540124690126082
2013-07-15,15.53,88.49,21.77,23.58,20.65,7.34,28.11818,-15.55454,19.77993751920287,2.9299999999999997,0.3000763378038275
2014-07-15,24.17,83.06,21.77,23.12,20.75,5.73,28.11818,-15.55454,18.76128072495139,2.370000000000001,0.44164145633334784
2015-07-15,24.93,86.99,22.44,24.17,21.17,7.36,28.11818,-15.55454,20.16246577706164,3.0,0.3533091850508317
2016-07-15,20.26,86.81,22.11,24.06,20.65,7.84,28.11818,-15.55454,19.804752709646724,3.41,0.3510795335645066
2018-07-15,27.39,79.61,20.86,22.13,20.04,8.83,28.11818,-15.55454,17.198990771378007,2.09,0.5027559816227815
2019-07-15,14.92,87.77,22.04,23.17,21.21,8.21,28.11818,-15.55454,19.913664814239194,1.9600000000000009,0.3241419793875433
2010-07-15,22.18,82.04,21.04,22.45,20.05,5.45,28.47143,-16.54286,17.851364768403585,2.3999999999999986,0.4477647972361632
2011-07-15,22.86,85.3,21.24,22.74,20.21,7.63,28.47143,-16.54286,18.668844544275736,2.5299999999999976,0.37101411385764405
2012-07-15,24.87,84.78,20.96,22.76,19.78,7.23,28.47143,-16.54286,18.296719560499835,2.9800000000000004,0.3775931986165208
2013-07-15,20.95,86.74,21.62,23.85,20.3,5.47,28.47143,-16.54286,19.310420526360556,3.5500000000000007,0.3425468299508538
2014-07-15,25.51,80.8,21.47,23.18,20.18,4.46,28.47143,-16.54286,18.02796859713484,3.0,0.4914655091522148
2015-07-15,23.93,84.89,22.23,24.36,20.53,5.24,28.47143,-16.54286,19.561541421975097,3.8299999999999983,0.40513291920826755
2016-07-15,25.83,84.61,21.91,23.92,20.16,5.75,28.47143,-16.54286,19.194949116217142,3.7600000000000016,0.40467423708623174
2018-07-15,27.66,77.96,20.77,22.1,19.96,7.35,28.47143,-16.54286,16.78068808857025,2.1400000000000006,0.5404397706625925
2019-07-15,19.39,85.85,22.12,23.43,21.19,6.7,28.47143,-16.54286,19.63506414231249,2.2399999999999984,0.37686137796724034
2010-07-15,22.97,83.2,21.69,22.49,21.11,5.02,28.7,-18.0,18.710094521340434,1.379999999999999,0.43585659007441063
2011-07-15,21.75,85.12,21.67,22.61,21.03,7.82,28.7,-18.0,19.056412404687325,1.5799999999999983,0.3855729323971238
2012-07-15,24.69,85.63,21.5,22.73,20.53,7.56,28.7,-18.0,18.98566308337252,2.1999999999999993,0.3685071138581902
2013-07-15,22.41,86.13,21.86,23.11,21.04,5.42,28.7,-18.0,19.4324453720271,2.0700000000000003,0.36359564779868303
2014-07-15,26.11,72.92,22.27,23.07,21.74,3.81,28.7,-18.0,17.172620408310117,1.3300000000000018,0.7278443713884264
2015-07-15,18.91,86.63,22.52,23.73,21.45,5.32,28.7,-18.0,20.17387546905452,2.280000000000001,0.36485381812839923
2016-07-15,27.63,85.3,22.28,23.45,21.22,5.9,28.7,-18.0,19.688252982963565,2.2300000000000004,0.3953405402253081
2018-07-15,27.12,76.45,21.47,22.34,20.77,6.5,28.7,-18.0,17.14939180725227,1.5700000000000003,0.6028131635695131
2019-07-15,21.57,84.44,22.84,23.58,22.2,6.33,28.7,-18.0,20.073005406060815,1.379999999999999,0.4329358311259059
2010-07-15,30.66,62.29,23.6,26.53,20.25,3.76,36.59786,-5.94015,15.95698361503755,6.280000000000001,1.0985009734282205
2011-07-15,29.73,65.63,24.99,29.25,20.63,4.1,36.59786,-5.94015,18.09649189492459,8.620000000000001,1.0881168434071495
2012-07-15,29.5,46.34,26.35,32.95,19.63,2.39,36.59786,-5.94015,13.902041300151495,13.320000000000004,1.8414059824854365
2013-07-15,29.35,71.72,23.51,26.95,20.1,1.69,36.59786,-5.94015,18.099594100808762,6.849999999999998,0.8193496133974055
2014-07-15,29.94,64.06,25.7,30.32,21.2,3.44,36.59786,-5.94015,18.382288376516914,9.120000000000001,1.1868417057765503
2015-07-15,28.79,47.69,29.45,37.52,23.14,1.38,36.59786,-5.94015,17.16868237447327,14.380000000000003,2.150480831237125
2016-07-15,29.57,61.03,25.5,29.4,22.18,8.22,36.59786,-5.94015,17.42265636024874,7.219999999999999,1.2717300745507516
2017-07-15,27.44,68.75,26.16,30.4,21.85,3.01,36.59786,-5.94015,19.954652201904484,8.549999999999997,1.0604263513140608
2018-07-15,27.45,75.93,20.61,22.54,18.51,4.81,36.59786,-5.94015,16.210547334272636,4.029999999999998,0.5844311146653309
2019-07-15,28.82,74.38,22.7,25.85,20.39,3.23,36.59786,-5.94015,17.901019848207596,5.460000000000001,0.7068203487350357
2020-07-15,29.38,62.71,25.67,29.74,22.24,7.01,36.59786,-5.94015,18.014206277482543,7.5,1.2292354616808494
2010-07-15,30.54,43.97,26.69,34.42,18.86,1.58,37.10579,-4.67189,13.401779764458816,15.560000000000002,1.9616154462662674
2011-07-15,29.23,59.64,24.03,30.8,16.75,1.74,37.10579,-4.67189,15.680426868647213,14.05,1.206479353158775
2012-07-15,30.77,33.77,26.38,34.03,19.44,1.75,37.10579,-4.67189,9.141445428816644,14.59,2.276783254624682
2013-07-15,29.8,53.14,23.95,30.97,16.5,1.52,37.10579,-4.67189,13.814517790171703,14.469999999999999,1.3940728826607205
2014-07-15,29.81,45.32,26.28,33.45,18.98,2.17,37.10579,-4.67189,13.495903527531135,14.470000000000002,1.8686784871548328
2015-07-15,29.22,32.7,29.43,36.97,22.23,1.28,37.10579,-4.67189,11.316923833222805,14.739999999999998,2.7635391580422994
2016-07-15,29.61,57.95,25.07,31.75,19.03,3.92,37.10579,-4.67189,16.202773484440584,12.719999999999999,1.3376147187036713
2017-07-15,29.16,58.8,26.3,32.07,21.07,2.17,37.10579,-4.67189,17.58193344976821,11.0,1.4096640431575862
2018-07-15,28.42,48.78,22.48,29.52,16.37,3.38,37.10579,-4.67189,11.157640285840243,13.149999999999999,1.3943515904233752
2019-07-15,29.73,39.2,28.06,36.22,19.68,2.49,37.10579,-4.67189,12.86854451794122,16.54,2.3062387464355534
2020-07-15,28.53,53.79,26.12,33.11,19.46,3.02,37.10579,-4.67189,16.009503486229146,13.649999999999999,1.5643741776244877
2010-07-15,30.9,37.77,27.01,33.68,20.34,1.65,37.24434,-3.75542,11.372079673100899,13.34,2.220013180924608
